room_id,rt60_target,rt60_achieved,distance_m,replicate,seed,snr_condition,utterance,config_id,delay,taps,stoi,si_sdr_db,runtime_s,numerical_failure,signal_failure,warnings
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,26-495-0064,C4,3,10,0.9061051646470917,7.74320229121706,1.505,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,26-495-0064,C5,3,20,0.9036926394874271,7.654086415796871,3.063,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,26-495-0064,C6,3,30,0.9030898384247861,7.668318249687091,6.925,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,26-495-0064,C7,4,10,0.9181335206858702,8.698087967526666,1.479,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,26-495-0064,C8,4,20,0.9165310263598326,8.646074909860847,3.031,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,26-495-0064,C9,4,30,0.915780900293823,8.65197120878266,7.488,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,5808-48608-0028,baseline,,,0.9926970755873967,18.0723493434624,,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,5808-48608-0028,C1,2,10,0.9446412641047252,6.966614923435921,1.597,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,5808-48608-0028,C2,2,20,0.9411020481208199,6.50882959191157,3.251,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,5808-48608-0028,C3,2,30,0.9394701890720161,6.164190302052286,9.465,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,5808-48608-0028,C4,3,10,0.9661987311153913,10.731714534179668,1.869,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,5808-48608-0028,C5,3,20,0.9645162013177964,10.543111601702243,3.301,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,5808-48608-0028,C6,3,30,0.9625509645065037,10.179410101448836,13.802,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,5808-48608-0028,C7,4,10,0.9805263888334703,13.282871515345969,1.586,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,5808-48608-0028,C8,4,20,0.9792501980582713,13.030444101828117,3.007,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,5808-48608-0028,C9,4,30,0.9784194396664402,12.782392610469532,8.046,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1743-142912-0013,baseline,,,0.9958627785986067,19.01036386554813,,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1743-142912-0013,C1,2,10,0.9635451278952045,7.67289964171069,1.3,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1743-142912-0013,C2,2,20,0.9623202656269398,7.1399963410063,2.369,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1743-142912-0013,C3,2,30,0.9602631823013897,6.715461649911908,6.203,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1743-142912-0013,C4,3,10,0.9777842142558504,10.7711314887189,1.311,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1743-142912-0013,C5,3,20,0.9762169399947324,10.553180360496459,2.33,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1743-142912-0013,C6,3,30,0.9753123325165524,10.313534398314196,5.98,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1743-142912-0013,C7,4,10,0.9876317944862812,15.087816417999251,1.323,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1743-142912-0013,C8,4,20,0.9866047509646303,14.682284145201843,2.461,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1743-142912-0013,C9,4,30,0.9856732362003188,14.069190108682017,6.988,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1098-133695-0069,baseline,,,0.9966746207795169,21.02107446672457,,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1098-133695-0069,C1,2,10,0.9516294777241533,8.826223020058755,1.477,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1098-133695-0069,C2,2,20,0.9477337341757155,7.977121745423533,2.912,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1098-133695-0069,C3,2,30,0.9465197780010669,7.514616402759304,7.726,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1098-133695-0069,C4,3,10,0.9723922303267784,11.742299831523313,2.159,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1098-133695-0069,C5,3,20,0.9698563135757268,11.545416063738607,3.356,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1098-133695-0069,C6,3,30,0.9689325181238813,11.452589820134918,13.476,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1098-133695-0069,C7,4,10,0.9850220883243556,14.936981527260386,1.454,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1098-133695-0069,C8,4,20,0.9836262933861325,14.212699577065093,2.749,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,1098-133695-0069,C9,4,30,0.9827169103335734,13.764271177939111,7.226,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,6848-252323-0022,baseline,,,0.9935843804396,17.8584896643737,,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,6848-252323-0022,C1,2,10,0.9480723756306538,7.304520610121913,1.628,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,6848-252323-0022,C2,2,20,0.9429680854834793,6.498876092445207,3.176,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,6848-252323-0022,C3,2,30,0.9406274727549414,6.025254915402227,7.803,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,6848-252323-0022,C4,3,10,0.9662648262987784,10.556681251861676,2.61,False,False,
D_rt0.2_d1.0_rep1,0.2,0.2058831460991553,1.0,1,202,clean,6848-252323-0022,C5,3,20,0.9626998732674567,10.040187880674665,3.948,False,False,
